"Link","Type","Title","Description","By","Country","Rating","Categories","Colors"
"https://www.awwwards.com/sites/neuebel-mark","Day","Neuebel&Mark","Neuebel&Mark is a micro graphic and type design studio focused on Editorial Design purpose.","Firman Suci Ananda","Indonesia",7.24,"Business & Corporate,Design Agencies,Clean,Graphic design,Portfolio,Typography,UI design","Black,Orange,Red"
"https://www.awwwards.com/sites/fontsmith-variable-fonts","Day","Fontsmith Variable Fonts","Microsite and showcase for Fontsmith’s new variable fonts and invitation to rethink the way we create and speak with type in today’s digital world.","Taylor Thomas ","United Kingdom",7.35,"Promotional,Web & Interactive,Experimental,Minimal,Responsive Design,Typography,UI design,CSS3,HTML5,Vue.js","Blue,Green,Pink"
"https://www.awwwards.com/sites/misato-town","Day","Misato town","Misato in Shimane prefecture is a small town of around 4,600 people. Shiftbrain has participated in a variety of initiatives as the town's rebranding partner since early 2019.","SHIFTBRAIN Inc.","Japan",7.54,"Art & Illustration,Magazine / Newspaper / Blog,Culture & Education,Animation,Flat Design,Scrolling,Illustration,Responsive,Storytelling,CSS3,HTML5,SVG,WebGL,Three.js,Webpack","Black,Green,Pink"
"https://www.awwwards.com/sites/flavinsky","Day","Flavinsky","Portfolio 2019","Flavinsky","Netherlands",7.5,"Art & Illustration,Design Agencies,Web & Interactive,Colorful,Graphic design,Minimal","Black,Pink,White"
"https://www.awwwards.com/sites/wecargo","Day","wecargo","The not-to-be-missed event of 2019 for the Cargo industry.","EPIC Agency","Belgium",7.68,"Business & Corporate,Events,Technology,Parallax,Transitions,Filters and Effects,UI design,Microinteractions,HTML5,WebGL,Three.js,GLSL,BARBA.js","Black,Blue,White"
"https://www.awwwards.com/sites/binaryblocks-io","Day","Binaryblocks.io","Agile infrastructure for modern Brands <U+0001F680>","Binaryblocks","Spain",7.44,"Business & Corporate,Technology,Startups,Clean,Interaction Design,Node.js,React,Express","Black,White"
"https://www.awwwards.com/sites/gavkag","Day","GaVKaG","GaVKaG, an anonymous photographic artist, presents a new and own concept of fine art photography, named unique photography.","Cuchillo","Spain",7.45,"Photography,Horizontal Layout,Gallery,Microinteractions,GSAP Animation,PixiJS,Ruby","Black,White,Yellow"
"https://www.awwwards.com/sites/digital-design-days-festival","Day","Digital Design Days Festival","We’ve been called by Digital Design Days festival to develop the new official website in order to renovate its look with a brand new fresh design, according to the new brand identity.","MONOGRID","Italy",7.4,"Events,Animation,Graphic design,Transitions,3D,Content architecture,Microinteractions,CSS3,SVG,WebGL,Vue.js","Blue,Silver"
"https://www.awwwards.com/sites/knives-out-official-movie-site","Day","Knives Out Official Movie Site","The official website for the upcoming Lionsgate film KNIVES OUT, this experience uses WebGL to allow users to explore the cast of characters in 3D as well as an AR component for mobile.","OBLIO ","United States",7.69,"Film & TV,3D,Three.js","Black"
"https://www.awwwards.com/sites/spatzek-studio","Day","Spatzek Studio","Spatzek Studio creates highly functional, unique & award-winning digital products in the most uncomplicated way possible.","Spatzek Studio","Austria",7.65,"Design Agencies,Web & Interactive,Animation,Graphic design,Typography,Transitions,Storytelling,About Page,CSS3,HTML5,GSAP (Greensock),Nuxt.js","Black,Orange,White"
"https://www.awwwards.com/sites/interaction-design-lab-bern-19","Day","Interaction Design Lab Bern 19","The IAD Lab is a bi-yearly event for interaction designers and forward thinkers.  ""Create a digital story"" is the topic for the current edition.","Hinderling Volkart","Switzerland",7.41,"Culture & Education,Events,Web & Interactive,Animation,Colorful,Scrolling,Responsive,Interaction Design,CSS Framework,SVG","Green,Pink"
"https://www.awwwards.com/sites/soletanche-bachy-experience","Day","Soletanche Bachy experience","Discover the city underground of Soletanche Bachy","Immersive Garden","France",7.62,"Architecture,Business & Corporate,Institutions,Animation,Navigation Menu,Transitions,3D,Gestures / Interaction,Vue.js","Red,Silver,White"
"https://www.awwwards.com/sites/editorial-new","Day","Editorial New","Editorial New is a precise and elegant narrow serif typeface that was designed for the long-form copy with a big enough personality to make a statement as a title.","Locomotive","Canada",7.85,"Art & Illustration,Promotional,Web & Interactive,Clean,Parallax,Retro,Typography,Microinteractions,CSS3,HTML5,GSAP (Greensock),PHP,CloudFlare","Black,White"
"https://www.awwwards.com/sites/minimal-wim","Day","Minimal Wim","Minimal Wim is a tribute to Wim Crouwel — one of the great Dutch pioneers of graphic design and typography — and explores the process of constructing an entire alphabet from a 3<U+2715>3 grid.","Booreiland","Netherlands",7.19,"Experimental,Minimal,Retro,Single page,Typography,Responsive,WebGL,PixiJS","Black,Red"
"https://www.awwwards.com/sites/8-design-trends-by-red-collar","Day","8 Design Trends by Red Collar","We predict 8 design trends for 2020","Red Collar ","United States",7.26,"Other,Web & Interactive,Experimental,Animation,Big Background Images,Colorful,Illustration,3D,Filters and Effects,WebGL,GSAP (Greensock),Three.js,GLSL","Black,Red,White"
"https://www.awwwards.com/sites/google-pixel-buds-launch-page","Day","Google Pixel Buds","Introducing Google Pixel Buds. A launch page experience that shows users a new way to listen.","BASIC® & Google ","United States",7.39,"E-Commerce,Technology,Web & Interactive,Animation,Scrolling,3D","Black,White"
"https://www.awwwards.com/sites/webvr-site-for-the-white-tower","Day","WebVR site for The White Tower","Interactive immersion in the history of constructivism in the Urals, on the example of the White Tower of UZTM. It's available for viewing in VR, on the desktop and on mobile devices.","JetStyle","Russia",7.44,"Art & Illustration,Culture & Education,Web & Interactive,Animation,Graphic design,Scrolling,Storytelling,3D,Interaction Design,WebGL,WebVR,Three.js","Black,Red,Silver"
"https://www.awwwards.com/sites/composition-24","Day","Composition 24","The spirit of the Russian avant-garde and suprematism lives on in the modern project in Moscow.","Vide Infra","Russia",7.4,"Real Estate,Animation,Parallax,Scrolling,Illustration,Menu - Horizontal","Black,Red,White"
"https://www.awwwards.com/sites/the-new-company","Day","The New Company","A design and marketing company in pursuit of the novel and extraordinary.","The  Company ","United States",7.51,"Design Agencies,Web & Interactive,Animation,Typography,CSS3","Red"
"https://www.awwwards.com/sites/laguta-laguta","Day","Laguta & Laguta","Independent creative pair.
Our goal is to make easy and effective solutions
based on our experience and relevance to your
business case.","Alexander Laguta","Russia",7.53,"Design Agencies,Mobile & Apps,Web & Interactive,Flat Design,Minimal,Portfolio,Responsive Design,Gallery,UI design,GSAP (Greensock),Nuxt.js","Black,Red,White"
"https://www.awwwards.com/sites/nowy-teatr-site","Day","Nowy Teatr","Modern website for new cultural centre, whose artistic and educational activities can be characterized by a disregard for divisions between various forms of art.","Huncwot","Poland",7.26,"Culture & Education,Events,Institutions,Animation,Clean,Minimal,Responsive Design,Typography,Microinteractions,CSS,HTML5,jQuery,GSAP Animation,PixiJS","Black,White"
"https://www.awwwards.com/sites/discovery-land-company","Day","Discovery Land Company","Outpost was commissioned to create an immersive, emotive and engaging user experience that showcases the Discovery portfolio.","Outpost ","United Kingdom",7.4,"Business & Corporate,Hotel / Restaurant,Real Estate,Animation,Clean,Fullscreen,Parallax,Responsive,UI design,CSS3,HTML5,WebGL,Craft CMS","Black,Silver,White"
"https://www.awwwards.com/sites/wickret","Day","Wickret","Wickret is a mobile banking that charges no fees and offers smart savings help with AI, and it is applying to become a national bank.","Cuberto ","United States",7.46,"Business & Corporate,Other,Animation,Minimal,Scrolling,Single page,UI design,CSS Framework,CSS3,jQuery,SVG,GSAP Animation,Webpack","White"
"https://www.awwwards.com/sites/meet-your-new-twitch","Day","Meet your new Twitch","Telling the story of the new rebrand through an immersive, interactive desktop and mobile experience. Made together with the Twitch in-house team.","Elephant and Twitch ","United States",7.48,"Games & Entertainment,Promotional,Web & Interactive,Animation,Colorful,Typography,Social Integration,Interaction Design,UI design","Black"
"https://www.awwwards.com/sites/lafaurie-paris","Day","Lafaurie Paris","Founded in 1991, Lafaurie Paris is a French lifestyle ready-to-wear men brand.","Numbered.studio","Netherlands",7.55,"E-Commerce,Fashion,Animation,Big Background Images,Responsive Design,Responsive,CSS3","Black"
"https://www.awwwards.com/sites/cobo","Day","Cobo","Cobo is a worldwide leader in plastic injection moulding for footwear.","Niccolò Miranda","Italy",7.57,"Business & Corporate,Fashion,Technology,Minimal,Photography,Gallery,Filters and Effects,Copy design,Microinteractions,CSS3,WebGL,GSAP (Greensock),Three.js","Black,Silver,White"
"https://www.awwwards.com/sites/waka-waka-collection-n01","Day","Waka Waka, Collection N01","Waka Waka is a Los Angeles based studio focusing on wood furniture and functional objects designed and hand crafted by Shin Okuda.","Ben Mingo","Netherlands",7.4,"Architecture,Promotional,Web & Interactive,Clean,Typography,Content architecture,CSS3,HTML5,WebGL,PHP","Black,Silver,White"
"https://www.awwwards.com/sites/district2-studio","Day","District2 Studio","We’re here to unlock and showcase your story, establish or transform your brand identity, create seamless journeys of beauty and show the end user, why YOU.","District2","Vietnam",7.19,"Design Agencies,Promotional,Web & Interactive,Clean,Portfolio,Menu - Horizontal,Interaction Design,UI design,Microinteractions,Wordpress,CSS3,HTML5,GSAP (Greensock),Bootstrap,Webpack","Black,Silver,White"
"https://www.awwwards.com/sites/rogue-studio","Day","Rogue Studio","Rogue Studio is a digital design studio in Brooklyn New York, offering award-winning brand identity and digital design to forward-thinking companies.","Rogue Studio ","United States",7.46,"Design Agencies,Experimental,Graphic design,Portfolio,WebGL,PHP,BARBA.js","Black,Brown"
"https://www.awwwards.com/sites/marie-weber","Day","Marie Weber","Marie Weber is a french fine handmade shoes brand.","Pierre Nguyen","France",7.26,"Fashion,Animation,Clean,Web Fonts,CSS3,GSAP (Greensock),BARBA.js","Black,White"
"https://www.awwwards.com/sites/red-edition","Day","Red Edition","Red Edition is a french furniture design.","Numbered.studio","Netherlands",7.46,"E-Commerce,Big Background Images,Colorful,Graphic design,Responsive Design,CSS3","Black"
"https://www.awwwards.com/sites/wonderful-weekends","Day","Wonderful Weekends","A physics-based 3D gumball machine to celebrate Google's recent Wonderful Weekends event in Chicago","Active Theory ","United States",7.87,"Art & Illustration,Games & Entertainment,Web & Interactive,Animation,Fullscreen,3D,CSS3,WebGL","Blue,Green,White"
"https://www.awwwards.com/sites/hello-monday","Day","Hello Monday","Hello Monday is a creative studio that makes digital (and magical) ideas, products and experiences. We’re called Hello Monday because we aim to make Mondays better.","Hello Monday ","United States",7.85,"Design Agencies,Portfolio,Transitions,Gestures / Interaction,About Page,Contact Page,Microinteractions","Black,Silver,White"
"https://www.awwwards.com/sites/fila-explore","Day","FILA Explore","A campaign website for FILA's 2019 global launch of its ‘Explore’ streetwear collection.","Your Majesty","Netherlands",7.34,"Fashion,Web & Interactive,Animation,Colorful,Parallax,Unusual Navigation,HTML5,WebGL,Three.js,Vue.js","Blue,Orange,White"
"https://www.awwwards.com/sites/jesus-is-king","Day","Jesus Is King","Kanye's road to Jesus Is King","Arvin Leeuwis","Netherlands",7.32,"Music & Sound,Promotional,Web & Interactive,Parallax,Video,3D,Photo & Video,Microinteractions,CSS,GSAP Animation,Three.js,Hammer.JS,Webpack","Black,Brown,Pink"
"https://www.awwwards.com/sites/edesign-interactive","Day","eDesign Interactive","eDesign is the sum of 45 happy, wild, shy, geeky, artsy and fun people. We strive to create emotional and meaningful stories, which ultimately become fantastic digital experiences.","eDesign Interactive ","United States",7.36,"Design Agencies,Web & Interactive,Animation,Parallax,Responsive Design,Scrolling,Storytelling,3D","Black,Red,White"
"https://www.awwwards.com/sites/guide-to-polish-design","Day","Guide to Polish design","100 years of Polish design. You will travel through time, through changing political landscapes, social conventions, changing tastes, habits, styles and needs.","BrightMedia","Poland",7.39,"Culture & Education,Animation,Colorful,Flat Design,Graphic design,Responsive Design,3D,CSS3,HTML5,WebGL,GSAP (Greensock),Three.js,GLSL","Blue,Brown,Red"
"https://www.awwwards.com/sites/2nd-street-usa","Day","2nd STREET USA","2nd STREET is the best place to find one of a kind second-hand clothing in premium condition in Japan and United States. Unique items that can’t be found just anywhere.","Locomotive","Canada",7.65,"Magazine / Newspaper / Blog,Business & Corporate,Fashion,Parallax,Responsive,Content architecture,Interaction Design,Microinteractions,CSS3,HTML5,CloudFlare","Black,Red,White"
"https://www.awwwards.com/sites/zhenya-rynzhuk-folio-2019","Day","Zhenya Rynzhuk Folio 2019","Folio of Zhenya Rynzhuk: award-winning art director and digital designer. with an architectural background.","Zhenya Rynzhuk ","United States",7.84,"Promotional,Web & Interactive,Experimental,Animation,Portfolio,Typography,Responsive,Photo & Video,404 pages,CSS3,HTML5,CloudFlare,Vue.js","Pink,Red,White"
"https://www.awwwards.com/sites/24hourace","Day","#24hourace","First launched in 2016, the digital project returns with a series of videos that bring the sneaker design to life.","Gucci","Italy",7.38,"Fashion,Promotional,Experimental,Colorful,Transitions,3D,Interaction Design,WebGL,Three.js,React,GLSL","Blue,Pink,Red"
"https://www.awwwards.com/sites/active-theory-v5","Day","Active Theory v5","Introducing Active Theory v5: From Venice Beach to the Canals of Amsterdam, explore our portfolio in a series of real-time environments.","Active Theory ","United States",7.68,"Design Agencies,Web & Interactive,Experimental,Clean,Fullscreen,Gallery,Filters and Effects,Photo & Video,About Page,WebGL","Black,Blue,Silver"
"https://www.awwwards.com/sites/digital-design-agency-bravoure","Day","Bravoure","As a strategic partner we craft effective brand strategies, digital first identities and online products that make brand stand out and become more human.","Bravoure (Amsterdam)","Netherlands",7.26,"Design Agencies,Web & Interactive,Horizontal Layout,Minimal,Typography,Transitions,Gestures / Interaction,UI design,CSS3,PHP,React,Craft CMS","Black,Silver,White"
"https://www.awwwards.com/sites/two-robbers","Day","Two Robbers","A hard seltzer website unlike any other hard seltzer website.","Self Aware ","United States",7.18,"Food & Drink,Clean,Photography,Typography,Wordpress,GSAP (Greensock),Webpack,BARBA.js","Black,White"
"https://www.awwwards.com/sites/deplace-maison","Day","Déplacé Maison","Déplacé Maison is an independent brand of urban trekking shoes and accessories that comes from a convergence of arts and personalities.","Niccolò Miranda","Italy",7.66,"E-Commerce,Fashion,Infinite Scroll,Illustration,Filters and Effects,Microinteractions,Footer Design,404 pages,CSS3,jQuery,GSAP (Greensock)","Black,Orange,White"
"https://www.awwwards.com/sites/peter-linbergh","Day","Peter Lindbergh","In memory of great fashion photographer Peter Lindbergh.","Os agency","Ukraine",7.52,"Design Agencies,Fashion,Photography,Animation,Minimal,Parallax,Typography,Transitions,Interaction Design,SVG","Black,Silver,White"
"https://www.awwwards.com/sites/millemann-wines","Day","Millemann Wines","A journey through excellence. Grands Crus wines from Burgundy, France.","index","France",7.39,"Food & Drink,Animation,Minimal,Photography,Typography,Video,Microinteractions,Wordpress,CSS3,HTML5,Laravel","Black,Red,White"
"https://www.awwwards.com/sites/plenaire","Day","Plenaire","Plenaire’s website is an immersive sensorial experience that encourages you to take pleasure in your skin chemistry.","ZeroStudios ","United States",7.41,"E-Commerce,Animation,Clean,Minimal,WebGL,GSAP (Greensock),Shopify","White"
"https://www.awwwards.com/sites/bbc-real-happiness-project","Day","BBC: Real Happiness Project","Home of the Real Happiness Project from BBC Earth","Bahaa Samir  Arab","Emirates",7.36,"Film & TV,Music & Sound,Web & Interactive,Big Background Images,Fullscreen,Storytelling,3D,Filters and Effects,Microinteractions,CSS,WebGL,GSAP Animation,Three.js,Google App Engine,PixiJS","Blue,Green,Yellow"
"https://www.awwwards.com/sites/nikolas-type","Day","Nikolas Type","Nikolas Type is the independent type foundry of Nikolas Wrobel, creating retail and bespoke typefaces for analog and digital media.","Jingqi Fan ","United States",7.23,"E-Commerce,Web & Interactive,Clean,Flat Design,Graphic design,Minimal,Typography,Microinteractions,Node.js,GSAP (Greensock),CloudFlare,Vue.js","Black,Silver,White"
"https://www.awwwards.com/sites/bon-iver-visualizer","Day","Bon Iver Viisualiizer","See how the world is listening to Bon Iver’s new album “i,i” with a living, breathing visualizer, made only of i’s.","Active Theory ","United States",7.69,"Art & Illustration,Music & Sound,Web & Interactive,Clean,Fullscreen,Typography,Data Visualization,Storytelling,Interaction Design,WebGL","Black,Silver,White"
"https://www.awwwards.com/sites/design-embraced-portfolio","Day","Design Embraced","Portfolio of Anthony Goodwin, freelance Creative/Art Director and Designer. Developed by Aristide Benoist.","Anthony Goodwin ","United Kingdom",7.88,"Promotional,Web & Interactive,Experimental,Portfolio,Typography,Interaction Design,CSS3,WebGL,PHP,GLSL","Pink,White"
"https://www.awwwards.com/sites/harvard-film-archive","Day","Harvard Film Archive","Complete redesign of the Harvard Film Archive website, creating a digital archive of the institution and building a new back-end system for cinematheque program and its collections.","Huncwot","Poland",7.43,"Culture & Education,Film & TV,Institutions,Animation,Flat Design,Responsive Design,Retro,Typography,Video,CSS3,HTML5,jQuery,GSAP Animation,Modernizr,Typekit","Black,Silver"
"https://www.awwwards.com/sites/personal-page-vladimir-gruev","Day","Personal Page - Vladimir Gruev","A creative UI/UX designer from Odessa, Ukraine keep on usability and simplicity.","Vladimir Gruev","Ukraine",7.42,"Web & Interactive,Experimental,Minimal,Portfolio,Single page,Typography,Interaction Design,UI design,CSS3,SVG,Hammer.JS,Webpack,Vue.js","Black"
"https://www.awwwards.com/sites/near-miss-memorials","Day","Near Miss Memorials","Every day in New Zealand, a train driver suffers a near miss. Every near miss has an impact on the train drivers. Near Miss Memorials are reminders to cross with care.","DDBNZ ","New Zealand",7.46,"Culture & Education,Film & TV,Web & Interactive,Clean,Infinite Scroll,Minimal,Video,Storytelling,3D,CSS,HTML5,WebGL,Node.js,GSAP Animation,Three.js","Black,Silver,White"
"https://www.awwwards.com/sites/cahn-wilson","Day","Cahn Wilson","A law firm, expert in business law, for crisis or exceptional situations of the company. Based in Paris.","Rezo Zero","France",7.4,"Business & Corporate,Clean,Responsive Design,Typography,Unusual Navigation,Transitions,Footer Design,CSS3,HTML5,GSAP (Greensock),PHP,Webpack","Black,Silver,White"
"https://www.awwwards.com/sites/vlnc-studio","Day","VLNC Studio","Vlnc is an Art Direction and Design studio based in Paris. We create digital experiences, social media content, interactive concept, commercials, and branding.","VLNC","France",7.22,"Design Agencies,Animation,Portfolio,Typography,Transitions,Microinteractions,HTML5","Black,Red,Yellow"
"https://www.awwwards.com/sites/autonomy","Day","Autonomy","We help our clients get quick financial support by providing microloans to their bankcards.","Red Collar ","United States",7.36,"Business & Corporate,Promotional,Startups,Animation,Colorful,Typography,Unusual Navigation,Illustration,GSAP (Greensock),PixiJS,Webpack","Black,Green,Yellow"
"https://www.awwwards.com/sites/espn-body","Day","ESPN - Body","For 11 years, the Body Issue has showcased the world's greatest athletes - the muscles, skin, features and scars that make them who they are. What we've learned: Every body has a story.","Kasper Laigaard Studio","Denmark",7.38,"Sports,Web & Interactive,Photography,Clean,Icons,Photography,Gallery,Filters and Effects,Content architecture,CSS3,GSAP (Greensock),Hammer.JS","Black,Red,White"
"https://www.awwwards.com/sites/leon-sans","Day","Leon Sans","Leon Sans is a sans-serif typeface made with code. It allows to change font weight dynamically and to create custom animations, effects or shapes in the Canvas element of HTML5.","Jongmin Kim ","United States",7.41,"Art & Illustration,Web & Interactive,Animation,Typography","White"
"https://www.awwwards.com/sites/hi-x-ny","Day","HI x NY","HI x NY is an online contest driving tourism from Manhattan to Hawaii. Through a branded series of MTA MetroCards, the experience encourages riders to apply and win a paid-for holiday.","MediaMonks","Netherlands",7.45,"Promotional,Technology,Web & Interactive,Animation,Big Background Images,Clean,Fullscreen,Photography,Interaction Design","Blue,Brown"
"https://www.awwwards.com/sites/acoustic-garage","Day","Acoustic Garage","A 3D car configurator for Autoneum’s Acoustic Garage. Drive, customize and learn about automotive acoustic design.","Active Theory ","United States",7.75,"Technology,Web & Interactive,Experimental,Clean,Fullscreen,Data Visualization,3D,Microinteractions,WebGL","Black,Green,Yellow"
"https://www.awwwards.com/sites/adidas-originals-ozweego-2048","Day","adidas Originals: Ozweego 2048","For the Ozweego sneaker drop we partnered with Adidas & Hypebeast to create the homepage of the future with a time-warping WebGL experience that took the user to 2048!","Jam3","Canada",7.34,"Fashion,Web & Interactive,Experimental,Scrolling,Unusual Navigation,Gallery,3D,CSS,HTML5,WebGL,Three.js","Black,Blue,Yellow"
"https://www.awwwards.com/sites/purple-rock-scissors","Day","Purple, Rock, Scissors!","We're an independently owned, strategic creative agency – forever curious and ready to transform the way business is done.","Purple Rock Scissors ","United States",7.2,"Design Agencies,Technology,Web & Interactive,Typography,Transitions,3D,Filters and Effects,Interaction Design,Microinteractions,WebGL,Node.js,React,GLSL","Black,Red,Silver"
"https://www.awwwards.com/sites/qode-interactive-catalog","Day","Qode Interactive Catalog","The Catalog is a curated, art-inspired WordPress theme collection by Qode Interactive - it displays a design direction which blends modern design trends & various art form elements.","Qode Interactive","Serbia",7.45,"Art & Illustration,Design Agencies,Web & Interactive,Animation,Horizontal Layout,Portfolio,Scrolling,Typography,Gestures / Interaction,CSS3,SVG,GSAP (Greensock),CloudFlare,Google Font API,BARBA.js","Black,Red,White"
"https://www.awwwards.com/sites/denim-a-data-deep-dive","Day","Denim - a data deep dive","Global fashion search platform Lyst crunched the data on more than 60 million denim related queries over the last 12 months to reveal the breakout denim trends of 2019.","Matt Harvey ","United Kingdom",7.27,"Fashion,Animation,Colorful,Scrolling,Single page,Video,Photo & Video","Blue,Orange,Yellow"
"https://www.awwwards.com/sites/violence-is-not-my-culture","Day","Violence is not my culture","Violence is not my culture is a statement of disagreement toward actions that shouldn't be hidden under a rug.","Adoratorio","Italy",7.76,"Art & Illustration,Culture & Education,Promotional,Animation,Clean,Minimal,Responsive Design,Typography,CSS3,HTML5,WebGL,GSAP (Greensock),PixiJS","Black,Red,Silver"
"https://www.awwwards.com/sites/decisive","Day","Decisive","A digital experience for Decisive, a financial services firm to “invigorate the possibilities of wealth”.","Oui Will ","United States",7.4,"Business & Corporate,Clean,Transitions,About Page,Microinteractions,CSS3,HTML5,SVG","Black,Silver,White"
"https://www.awwwards.com/sites/collage-hand-crafted-objects","Day","Collage","Collage creates a variety of hand-crafted objects, from decorative and utility accessories to jewellery, while constantly evolving to offer unique products for a design-savvy clientele.","Locomotive","Canada",7.59,"E-Commerce,Fashion,Startups,Clean,Minimal,Parallax,UI design,CSS3,HTML5,CloudFlare,Vue.js","Blue,Pink,White"
"https://www.awwwards.com/sites/hallobasis","Day","HalloBasis","We are Felix Vorbeck and Johannes Winkler - friends, designers and business partners. Since our studies, we work as a team, challenging each other, motivating ourselves and realizing projects together. That's why we founded HalloBasis.","HalloBasis","Germany",7.3,"Business & Corporate,Design Agencies,Animation,Big Background Images,Typography,CSS3","Brown,Green"
"https://www.awwwards.com/sites/juraj-molnar","Day","Juraj Molnár","Juraj Molnár is a graphic and interactive designer. He works as the Creative Director at Buzzworthy Studio in Brooklyn, while also taking on freelance projects that pique his interest.","Juraj Molnár","Slovakia",7.45,"Design Agencies,Promotional,Web & Interactive,Animation,Clean,Portfolio,Typography,Transitions,Microinteractions,CSS3,HTML5,jQuery,GSAP (Greensock)","Black,White"
"https://www.awwwards.com/sites/aristide-portfolio-2019","Day","Aristide – Portfolio 2019","Portfolio of Aristide Benoist, freelance developer. Design by Ben Mingo, development by Aristide Benoist.","Aristide Benoist","Spain",7.71,"Fashion,Web & Interactive,Experimental,Animation,Graphic design,Portfolio,Gallery,Filters and Effects,Interaction Design,CSS3,WebGL,PHP,GLSL","Black,Orange"
"https://www.awwwards.com/sites/penarosa-watches","Day","Penarosa Watches","Discover Penarosa - customizable Premium Ladies Watches for the most Fashionable wrists. Enjoy the Elegance and Chicness of Italian Design","KREATIF - web 4 business","Italy",7.33,"E-Commerce,Fashion,Startups,Animation,Flat Design,Transitions,360,Responsive,3D,CSS3,HTML5,jQuery,SVG,GSAP (Greensock),PHP","Pink,Silver,White"
"https://www.awwwards.com/sites/thibaud-allie-folio-19","Day","Thibaud Allie — Folio 19","Independent Art Director & Digital Designer based in Paris. I create digital experiences for my clients and experimenting 3d, typography and motion for myself.","Thibaud Allie","France",7.4,"Art & Illustration,Design Agencies,Promotional,Animation,Photography,Portfolio,Scrolling,Single page,Typography,GSAP (Greensock)","Black,White,Yellow"
"https://www.awwwards.com/sites/digital-marketing-conference","Day","Digital Marketing Conference","The 360-VR website, designed to amaze, impress and sell the tickets on best digital marketing conference in Russia.","Possible Moscow","Russia",7.29,"Other,Promotional,Web & Interactive,Animation,360,Sound-Audio,3D,Interaction Design,UI design,HTML5,VR,PHP,Nginx,Three.js,Lo-dash","Black,Red,Yellow"
"https://www.awwwards.com/sites/igor-mahr-personal-portfolio","Day","Igor Mahr — Personal Portfolio","This is the personal portfolio of Igor Mahr, a digital designer & Illustrator based in Moscow, Russia.","Igor Mahr","Russia",7.54,"Art & Illustration,Web & Interactive,Animation,Clean,Minimal,Portfolio,Typography,Interaction Design,Vue.js","Blue,Red,White"
"https://www.awwwards.com/sites/the-goonies","Day","The Goonies","The Goonies, relive your childhood memories. A modern day experience to advertise the movie.","Joseph Berry ","United Kingdom",7.2,"Film & TV,Web & Interactive,Animation,Clean,Flat Design,Parallax,Single page,Interaction Design,CSS,HTML5,jQuery","Black,White"
"https://www.awwwards.com/sites/porto-calem","Day","Porto Cálem","Welcome to the origin of the Port Wine.","Bürocratik","Portugal",7.42,"Food & Drink,Promotional,Web & Interactive,Animation,Portfolio,Illustration,Storytelling,Wordpress,GSAP (Greensock)","Blue,White"
"https://www.awwwards.com/sites/uruoi-japanese-skincare","Day","Uruoi Japanese Skincare","Uruoi concentrates on the core elements of skincare to combine an authentically Japanese minimalist philosophy and powerful ingredients backed by science.","Zhenya Rynzhuk ","United States",7.46,"E-Commerce,Fashion,Promotional,Minimal,Parallax,Photography,Typography,Interaction Design,Microinteractions,CSS,HTML5,GSAP Animation,Shopify,Vue.js","Black,Silver,White"
"https://www.awwwards.com/sites/bundle-news","Day","Bundle News","Bundle is the top–rated news aggregator in both App Store and Play Store, delivering all the news stories that matter to you.","dwarfplanet","Turkey",7.35,"Magazine / Newspaper / Blog,Mobile & Apps,Startups,Animation,Responsive Design,Scrolling,Data Visualization,3D,UI design,HTML5,jQuery,Microsoft ASP.NET","Black,Red"
"https://www.awwwards.com/sites/fabian-ferdinand-fallend","Day","Fabian Ferdinand Fallend","Portfolio site for Austrian photographer Fabian Ferdinand Fallend.","Spatzek Studio","Austria",7.38,"Photography,Animation,Parallax,Photography,Responsive Design,Typography,Video,CSS3,HTML5,GSAP Animation,Vue.js","Black,Red,White"
"https://www.awwwards.com/sites/veley-ross-wedding","Day","Veley / Ross Wedding","Wedding website dedicated to the union of Alice Veley and Gene Ross.","Gene Ross ","United States",7.5,"Other,Photography,Experimental,Animation,Parallax,Typography,Transitions,Gallery,Gestures / Interaction,WebGL","Brown,Green,White"
"https://www.awwwards.com/sites/ma","Day","MA","MA: discover our 4 Worlds and get inspired.","Retail 710","Switzerland",7.9,"E-Commerce,Web & Interactive,Animation,Responsive,3D,Microinteractions,CSS3,HTML5,Three.js,React,GLSL,IIS","Blue,Red,Yellow"
"https://www.awwwards.com/sites/solar-weekend-festival","Day","Solar Weekend Festival","A creative website for Solar Weekend Festival. Solar is built by hundreds of creatives every year. Think art, think fun and games, think beautiful structures, theatre and more.","Gewest13","Netherlands",7.3,"Events,Music & Sound,Promotional,Colorful,Transitions,Storytelling,Wordpress,GSAP (Greensock),Webpack","Blue,Green,Pink"
"https://www.awwwards.com/sites/kikk-festival-2019","Day","KIKK Festival 2019","KIKK is an international festival of digital and creative cultures. Its interest lies in the artistic and economic implications of new technologies.","dogstudio ","United States",7.36,"Art & Illustration,Culture & Education,Events,Animation,Video,Transitions,Illustration","Blue,Pink"
"https://www.awwwards.com/sites/the-recreationalist","Day","The Recreationalist","The Recreationalist is the resource for recreation","Outdoor Voices ","United States",7.32,"Art & Illustration,Magazine / Newspaper / Blog,Culture & Education,Typography,Storytelling,Interaction Design,UI design,Microinteractions,Wordpress","Black,White"
